Source,Target,Type
L28853,297,undirected
L3617,297,undirected
L1250,297,undirected
L207,297,undirected
L9144,297,undirected
L9108,297,undirected
L28930,297,undirected
L11320,297,undirected
L2959,297,undirected
L28931,297,undirected
L47,297,undirected
L27,297,undirected
L18919,297,undirected
L8396,297,undirected
L80,297,undirected
L1611,297,undirected
L2698,297,undirected
L9131,297,undirected
L18440,297,undirected
L28932,297,undirected
L28933,297,undirected
L18266,297,undirected
L5764,297,undirected
L406,297,undirected
L28934,297,undirected
L28935,297,undirected
L18059,297,undirected
L22944,297,undirected
L28936,297,undirected
L28937,297,undirected
L18385,297,undirected
L21094,297,undirected
L1227,297,undirected
L2871,297,undirected
L4472,297,undirected
L18378,297,undirected
L21,297,undirected
L1746,297,undirected
L8748,297,undirected
L2743,297,undirected
L1756,297,undirected
L907,297,undirected
L7796,297,undirected
L1779,297,undirected
L22831,297,undirected
L1000,297,undirected
L16191,297,undirected
L4903,297,undirected
L45,297,undirected
L28938,297,undirected
L2422,297,undirected
L1737,297,undirected
L17661,297,undirected
L28939,297,undirected
L2038,297,undirected
L2907,297,undirected
L28940,297,undirected
L17759,297,undirected
L28941,297,undirected
L18207,297,undirected
L1120,297,undirected
L3738,297,undirected
L28942,297,undirected
L3211,297,undirected
L2746,297,undirected
L3146,297,undirected
L28943,297,undirected
L815,297,undirected
L28944,297,undirected
L18512,297,undirected
L2681,297,undirected
L18503,297,undirected
L18640,297,undirected
L25816,297,undirected
L348,297,undirected
L28886,297,undirected
L12472,297,undirected
L18475,297,undirected
L1691,297,undirected
L21154,297,undirected
L8093,297,undirected
L8064,297,undirected
L4887,297,undirected
L1595,297,undirected
L6046,297,undirected
L12959,297,undirected
L28945,297,undirected
L28522,297,undirected
L2703,297,undirected
L26448,297,undirected
L8725,297,undirected
L3,297,undirected
L8426,297,undirected
L3990,297,undirected
L23777,297,undirected
L28946,297,undirected
L674,297,undirected
L11312,297,undirected
L17639,297,undirected
L1632,297,undirected
L1234,297,undirected
L852,297,undirected
L17882,297,undirected
L28947,297,undirected
L28948,297,undirected
L2718,297,undirected
L28949,297,undirected
L28950,297,undirected
L28951,297,undirected
L2538,297,undirected
L3860,297,undirected
L1552,297,undirected
L17766,297,undirected
L2289,297,undirected
L349,297,undirected
L586,297,undirected
L28952,297,undirected
L25339,297,undirected
L28953,297,undirected
L28954,297,undirected
L28955,297,undirected
L3920,297,undirected
L28956,297,undirected
L3962,297,undirected
L1583,297,undirected
L910,297,undirected
L28957,297,undirected
L21217,297,undirected
L2524,297,undirected
L2523,297,undirected
L79,297,undirected
L78,297,undirected
L21332,297,undirected
L1800,297,undirected
L28958,297,undirected
L28959,297,undirected
L28960,297,undirected
L8754,297,undirected
L10,297,undirected
L28961,297,undirected
L28962,297,undirected
L28963,297,undirected
L28964,297,undirected
L18241,297,undirected
L28965,297,undirected
L28966,297,undirected
L28967,297,undirected
L28968,297,undirected
L28969,297,undirected
L28970,297,undirected
L28971,297,undirected
L16932,297,undirected
L3163,297,undirected
L28972,297,undirected
L22610,297,undirected
L28973,297,undirected
L28974,297,undirected
L28975,297,undirected
L28976,297,undirected
L21183,297,undirected
L28977,297,undirected
L18251,297,undirected
L10060,297,undirected
L28978,297,undirected
L267,297,undirected
L28979,297,undirected
L28980,297,undirected
L28981,297,undirected
L28982,297,undirected
L28983,297,undirected
L28984,297,undirected
L28985,297,undirected
L28986,297,undirected
L28987,297,undirected
L10585,297,undirected
L28988,297,undirected
L30,298,undirected
L28989,298,undirected
L295,298,undirected
L2222,298,undirected
L299,298,undirected
L21,298,undirected
L19171,298,undirected
L28990,298,undirected
L28991,298,undirected
L22791,298,undirected
L28992,298,undirected
L10979,298,undirected
L102,298,undirected
L24531,298,undirected
L17452,298,undirected
L27,298,undirected
L23655,298,undirected
L28993,298,undirected
L19863,298,undirected
L47,298,undirected
L1144,298,undirected
L539,298,undirected
L10407,298,undirected
L10409,298,undirected
L9370,298,undirected
L15503,298,undirected
L28994,298,undirected
L4923,298,undirected
L2862,298,undirected
L1067,298,undirected
L28995,298,undirected
L18429,298,undirected
L25786,298,undirected
L2426,298,undirected
L28996,298,undirected
L28997,298,undirected
L28998,298,undirected
L17590,298,undirected
L10416,298,undirected
L28999,298,undirected
L9183,298,undirected
L19814,298,undirected
L11910,298,undirected
L3264,298,undirected
L10419,298,undirected
L15564,298,undirected
L8677,298,undirected
L29000,298,undirected
L1234,298,undirected
L1909,298,undirected
L1737,298,undirected
L29001,298,undirected
L29002,298,undirected
L16888,298,undirected
L311,298,undirected
L29003,298,undirected
L29004,298,undirected
L1805,298,undirected
L29005,298,undirected
L29006,298,undirected
L15362,298,undirected
L31,298,undirected
L17635,298,undirected
L1789,298,undirected
L1161,298,undirected
L11044,298,undirected
L22852,298,undirected
L8810,298,undirected
L29007,298,undirected
L29008,298,undirected
L29009,298,undirected
L6658,298,undirected
L2719,298,undirected
L200,298,undirected
L2489,298,undirected
L1077,298,undirected
L12023,298,undirected
L29010,298,undirected
L1801,298,undirected
L29011,298,undirected
L29012,298,undirected
L29013,298,undirected
L831,298,undirected
L9951,298,undirected
L2652,298,undirected
L16104,298,undirected
L2422,298,undirected
L29014,298,undirected
L5657,298,undirected
L29015,298,undirected
L29016,298,undirected
L29017,298,undirected
L29018,298,undirected
L15381,298,undirected
L29019,298,undirected
L2339,298,undirected
L465,298,undirected
L29020,298,undirected
L2469,298,undirected
L11938,298,undirected
L10174,298,undirected
L5034,298,undirected
L29021,298,undirected
L2937,298,undirected
L4959,298,undirected
L16537,298,undirected
L1411,298,undirected
L29022,298,undirected
L29023,298,undirected
L17347,298,undirected
L3563,298,undirected
L2771,298,undirected
L9085,298,undirected
L15606,298,undirected
L29024,298,undirected
L29025,298,undirected
L3973,298,undirected
L9795,298,undirected
L5134,298,undirected
L29026,298,undirected
L4623,298,undirected
L29027,298,undirected
L29028,298,undirected
L3417,298,undirected
L3046,298,undirected
L2548,298,undirected
L2163,298,undirected
L10675,298,undirected
L29029,298,undirected
L29030,298,undirected
L29031,298,undirected
L16961,298,undirected
L29032,298,undirected
L29033,298,undirected
L8615,298,undirected
L4739,298,undirected
L399,298,undirected
L2135,298,undirected
L15412,298,undirected
L269,298,undirected
L2662,298,undirected
L29034,298,undirected
L8635,298,undirected
L1926,298,undirected
L29035,298,undirected
L29036,298,undirected
L19143,298,undirected
L271,298,undirected
L12994,298,undirected
L6086,298,undirected
L2321,298,undirected
L29037,298,undirected
L9874,298,undirected
L29038,298,undirected
L11736,298,undirected
L29039,298,undirected
L29040,298,undirected
L29041,298,undirected
L29042,298,undirected
L29043,298,undirected
L26265,298,undirected
L26480,298,undirected
L1348,298,undirected
L27305,298,undirected
L29044,298,undirected
L27865,298,undirected
L29045,298,undirected
L264,298,undirected
L2876,298,undirected
L29046,298,undirected
L24003,298,undirected
L29047,298,undirected
L10483,298,undirected
L10073,298,undirected
L29048,298,undirected
L2685,298,undirected
L18368,298,undirected
L2793,298,undirected
L5709,298,undirected
L4513,298,undirected
L2769,298,undirected
L373,298,undirected
L5705,298,undirected
L284,298,undirected
L4370,298,undirected
L29049,298,undirected
L29050,298,undirected
L12507,298,undirected
L29051,298,undirected
L29052,298,undirected
L1921,298,undirected
L5697,298,undirected
L29053,298,undirected
L29054,298,undirected
L10013,298,undirected
L20562,298,undirected
L29055,298,undirected
L379,298,undirected
L29056,298,undirected
L29057,298,undirected
L10689,298,undirected
L29058,298,undirected
L29059,298,undirected
L9325,298,undirected
L9533,298,undirected
L29060,298,undirected
L29061,298,undirected
L29062,298,undirected
L3067,298,undirected
L29063,298,undirected
L29064,298,undirected
L29065,298,undirected
L15904,298,undirected
L8526,298,undirected
L14006,298,undirected
L25381,298,undirected
L29066,298,undirected
L6119,298,undirected
L29067,298,undirected
L12139,298,undirected
L29068,298,undirected
L15398,298,undirected
L29069,298,undirected
L29070,298,undirected
L25081,298,undirected
L29071,298,undirected
L29072,298,undirected
L29073,298,undirected
L29074,298,undirected
L5631,298,undirected
L15959,298,undirected
L9066,298,undirected
L25386,298,undirected
L285,298,undirected
L282,298,undirected
L12898,298,undirected
L1863,298,undirected
L283,298,undirected
L18345,298,undirected
L879,298,undirected
L29075,298,undirected
L29076,298,undirected
L16640,298,undirected
L12224,298,undirected
L4378,298,undirected
L8242,298,undirected
L16635,298,undirected
L29077,298,undirected
L10606,298,undirected
L29078,298,undirected
L5101,298,undirected
L10502,298,undirected
L29079,298,undirected
L25252,298,undirected
L76,298,undirected
L5691,298,undirected
L6703,298,undirected
L15944,298,undirected
L29080,298,undirected
L278,298,undirected
L29081,298,undirected
L3066,298,undirected
L6937,298,undirected
L16639,298,undirected
L6704,298,undirected
L286,298,undirected
L23539,298,undirected
L29082,298,undirected
L29083,298,undirected
L9086,298,undirected
L10436,298,undirected
L4868,298,undirected
L265,298,undirected
L29084,298,undirected
L280,298,undirected
L401,298,undirected
L6753,298,undirected
L29085,298,undirected
L15823,298,undirected
L25240,298,undirected
L22565,298,undirected
L9384,298,undirected
L29086,298,undirected
L29087,298,undirected
L23664,298,undirected
L29088,298,undirected
L29089,298,undirected
L29090,298,undirected
L7607,298,undirected
L17279,298,undirected
L15937,298,undirected
L29091,298,undirected
L29092,298,undirected
L29093,298,undirected
L4282,298,undirected
L287,298,undirected
L29094,300,undirected
L21934,300,undirected
L1834,300,undirected
L19198,300,undirected
L5177,300,undirected
L18347,300,undirected
L17640,300,undirected
L102,300,undirected
L1039,300,undirected
L18434,300,undirected
L307,300,undirected
L138,300,undirected
L894,300,undirected
L1636,300,undirected
L29095,300,undirected
L896,300,undirected
L1780,300,undirected
L1682,300,undirected
L880,300,undirected
L29096,300,undirected
L9718,300,undirected
L325,300,undirected
L73,300,undirected
L147,300,undirected
L3212,300,undirected
L1692,300,undirected
L8730,300,undirected
L8631,300,undirected
L332,300,undirected
L1622,300,undirected
L1816,300,undirected
L6429,300,undirected
L913,300,undirected
L450,300,undirected
L7330,300,undirected
L7413,300,undirected
L23,300,undirected
L87,300,undirected
L27592,300,undirected
L29097,300,undirected
L7178,300,undirected
L8417,300,undirected
L1460,300,undirected
L785,300,undirected
L2042,300,undirected
L5007,300,undirected
L27539,300,undirected
L29098,300,undirected
L29099,300,undirected
L4704,300,undirected
L2038,300,undirected
L3294,300,undirected
L7209,300,undirected
L1666,300,undirected
L29100,300,undirected
L2907,300,undirected
L1194,300,undirected
L80,300,undirected
L21635,300,undirected
L29101,300,undirected
L1894,300,undirected
L2743,300,undirected
L9242,300,undirected
L3146,300,undirected
L1748,300,undirected
L2142,300,undirected
L29102,300,undirected
L26687,300,undirected
L8810,300,undirected
L2752,300,undirected
L1120,300,undirected
L3834,300,undirected
L4753,300,undirected
L2430,300,undirected
L2035,300,undirected
L977,300,undirected
L324,300,undirected
L4451,300,undirected
L6181,300,undirected
L3291,300,undirected
L3792,300,undirected
L9240,300,undirected
L79,300,undirected
L29103,300,undirected
L1800,300,undirected
L5513,300,undirected
L4385,300,undirected
L29104,300,undirected
L29105,300,undirected
L1341,300,undirected
L15809,300,undirected
L29106,300,undirected
L1793,300,undirected
L1918,300,undirected
L5563,300,undirected
L29107,300,undirected
L29108,300,undirected
L29109,300,undirected
L29110,300,undirected
L29111,300,undirected
L6705,300,undirected
L1034,300,undirected
L29112,300,undirected
L3170,300,undirected
L3182,300,undirected
L29113,300,undirected
L29114,300,undirected
L25622,300,undirected
L259,300,undirected
L29115,300,undirected
L12240,300,undirected
L1920,300,undirected
L1921,300,undirected
L402,300,undirected
L5701,300,undirected
L274,300,undirected
L2135,300,undirected
L5690,300,undirected
L286,300,undirected
L404,300,undirected
L280,300,undirected
L282,300,undirected
L283,300,undirected
L13535,300,undirected
L17461,300,undirected
L29116,300,undirected
L29117,300,undirected
L29118,300,undirected
L21932,300,undirected
L29119,300,undirected
L613,300,undirected
L29120,300,undirected
L29121,300,undirected
L29122,300,undirected
L1324,300,undirected
L21,300,undirected
L364,300,undirected
L29123,300,undirected
L243,300,undirected
L1448,300,undirected
L586,300,undirected
L2337,300,undirected
L1631,300,undirected
L2548,300,undirected
L29124,300,undirected
L29125,300,undirected
L29126,300,undirected
L29127,300,undirected
L29128,300,undirected
L29129,300,undirected
L29130,300,undirected
L29131,300,undirected
L11241,300,undirected
L6789,300,undirected
L29132,300,undirected
L5401,300,undirected
L29133,300,undirected
L3066,300,undirected
L15823,300,undirected
L27197,300,undirected
L29134,300,undirected
L29135,300,undirected
L29136,300,undirected
L2656,300,undirected
L29137,300,undirected
L29138,300,undirected
L21874,300,undirected
L287,300,undirected
L276,300,undirected
L270,300,undirected
L10066,300,undirected
L29139,300,undirected
L29140,300,undirected
L6582,300,undirected
L29141,300,undirected
L285,300,undirected
L278,300,undirected
L29142,300,undirected
L29143,300,undirected
L25781,300,undirected
L275,300,undirected
L3165,300,undirected
L10606,300,undirected
L3163,300,undirected
L10541,300,undirected
L29144,300,undirected
L9067,300,undirected
L16982,300,undirected
L31,302,undirected
L1429,302,undirected
L3466,302,undirected
L6459,302,undirected
L20581,302,undirected
L29145,302,undirected
L3651,302,undirected
L1842,302,undirected
L25829,302,undirected
L1638,302,undirected
L2758,302,undirected
L565,302,undirected
L2642,302,undirected
L29146,302,undirected
L16143,302,undirected
L17,302,undirected
L29147,302,undirected
L29148,302,undirected
L29149,302,undirected
L29150,302,undirected
L11799,302,undirected
L27000,302,undirected
L29151,302,undirected
L20454,302,undirected
L29152,302,undirected
L2729,302,undirected
L29153,302,undirected
L38,302,undirected
L1337,302,undirected
L17653,302,undirected
L29154,302,undirected
L16365,302,undirected
L29155,302,undirected
L29156,302,undirected
L23038,302,undirected
L8214,302,undirected
L25901,302,undirected
L22586,302,undirected
L2579,302,undirected
L13738,302,undirected
L20373,302,undirected
L105,302,undirected
L20353,302,undirected
L28195,302,undirected
L3097,302,undirected
L1747,302,undirected
L11612,302,undirected
L2508,302,undirected
L19548,302,undirected
L25538,302,undirected
L19962,302,undirected
L4827,302,undirected
L29157,302,undirected
L26820,302,undirected
L7386,302,undirected
L5675,302,undirected
L29158,302,undirected
L10871,302,undirected
L1878,302,undirected
L29159,302,undirected
L3095,302,undirected
L23504,302,undirected
L460,302,undirected
L4340,302,undirected
L29160,302,undirected
L21,302,undirected
L8069,302,undirected
L2659,302,undirected
L10083,302,undirected
L29161,302,undirected
L29162,302,undirected
L4741,302,undirected
L12292,302,undirected
L2654,302,undirected
L4451,302,undirected
L326,302,undirected
L6370,302,undirected
L11568,302,undirected
L8051,302,undirected
L2380,302,undirected
L19664,302,undirected
L8974,302,undirected
L29163,302,undirected
L29164,302,undirected
L11352,302,undirected
L29165,302,undirected
L1079,302,undirected
L29166,302,undirected
L29167,302,undirected
L4446,302,undirected
L610,302,undirected
L138,302,undirected
L2287,302,undirected
L1399,302,undirected
L14218,302,undirected
L2641,302,undirected
L2673,302,undirected
L2665,302,undirected
L29168,302,undirected
L1455,302,undirected
L1178,302,undirected
L3216,302,undirected
L29169,302,undirected
L3146,302,undirected
L4758,302,undirected
L29170,302,undirected
L4402,302,undirected
L1503,302,undirected
L29171,302,undirected
L10981,302,undirected
L29172,302,undirected
L29173,302,undirected
L29174,302,undirected
L7739,302,undirected
L45,302,undirected
L65,302,undirected
L938,302,undirected
L19658,302,undirected
L29175,302,undirected
L4066,302,undirected
L4012,302,undirected
L10130,302,undirected
L2039,302,undirected
L29176,302,undirected
L17469,302,undirected
L8379,302,undirected
L29177,302,undirected
L29178,302,undirected
L29179,302,undirected
L29180,302,undirected
L5601,302,undirected
L29181,302,undirected
L74,302,undirected
L29182,302,undirected
L8917,302,undirected
L2518,302,undirected
L1874,302,undirected
L1939,302,undirected
L1594,302,undirected
L13131,302,undirected
L8958,302,undirected
L29183,302,undirected
L29184,302,undirected
L2289,302,undirected
L18339,302,undirected
L28399,302,undirected
L27170,302,undirected
L2509,302,undirected
L4559,302,undirected
L22187,302,undirected
L1297,302,undirected
L3860,302,undirected
L29185,302,undirected
L29186,302,undirected
L2511,302,undirected
L10216,302,undirected
L29187,302,undirected
L217,302,undirected
L464,302,undirected
L3292,302,undirected
L29188,302,undirected
L6708,302,undirected
L1691,302,undirected
L369,302,undirected
L10658,302,undirected
L1863,302,undirected
L29189,302,undirected
L29190,302,undirected
L11450,302,undirected
L2938,302,undirected
L1436,302,undirected
L29191,302,undirected
L4629,302,undirected
L11231,302,undirected
L5313,302,undirected
L11979,302,undirected
L12111,302,undirected
L2017,302,undirected
L1583,302,undirected
L29192,302,undirected
L29193,302,undirected
L15897,302,undirected
L29194,302,undirected
L11475,302,undirected
L1348,302,undirected
L3383,302,undirected
L29195,302,undirected
L29196,302,undirected
L11468,302,undirected
L685,302,undirected
L13165,302,undirected
L4550,302,undirected
L29197,302,undirected
L29198,302,undirected
L3408,302,undirected
L29199,302,undirected
L29200,302,undirected
L879,302,undirected
L29201,302,undirected
L5571,302,undirected
L15945,302,undirected
L267,302,undirected
L2055,302,undirected
L2058,302,undirected
L2247,302,undirected
L2267,302,undirected
L29202,302,undirected
L2535,302,undirected
L29203,302,undirected
L789,302,undirected
L29204,302,undirected
L7043,302,undirected
L10621,302,undirected
L29205,302,undirected
L20169,302,undirected
L29206,302,undirected
L10533,302,undirected
L29207,302,undirected
L2542,302,undirected
L29208,302,undirected
L27079,302,undirected
L409,302,undirected
L406,302,undirected
L1442,302,undirected
L9894,302,undirected
L6102,302,undirected
L5596,302,undirected
L29209,302,undirected
L1407,302,undirected
L29210,302,undirected
L21442,302,undirected
L119,302,undirected
L29211,302,undirected
L320,302,undirected
L12016,302,undirected
L29212,302,undirected
L29213,302,undirected
L29214,302,undirected
L1972,302,undirected
L2261,302,undirected
L29215,302,undirected
L29216,302,undirected
L29217,302,undirected
L29218,302,undirected
L29219,302,undirected
L1346,302,undirected
L10568,302,undirected
L29220,302,undirected
L6311,302,undirected
L2793,302,undirected
L4339,302,undirected
L3717,305,undirected
L29221,305,undirected
L27396,305,undirected
L29222,305,undirected
L29223,305,undirected
L29224,305,undirected
L342,305,undirected
L29225,305,undirected
L29226,305,undirected
L29227,305,undirected
L189,305,undirected
L29228,305,undirected
L800,305,undirected
L29229,305,undirected
L3297,305,undirected
L21,305,undirected
L29230,305,undirected
L596,305,undirected
L29231,305,undirected
L1800,305,undirected
L2352,305,undirected
L6362,305,undirected
L298,305,undirected
L11976,305,undirected
L353,305,undirected
L1619,305,undirected
L29232,305,undirected
L29233,305,undirected
L29234,305,undirected
L29235,305,undirected
L17861,305,undirected
L29236,305,undirected
L29237,305,undirected
L12110,305,undirected
L1626,305,undirected
L29238,305,undirected
L29239,305,undirected
L3945,305,undirected
L29240,305,undirected
L28908,305,undirected
L406,305,undirected
L1443,305,undirected
L29241,305,undirected
L29242,305,undirected
L29243,305,undirected
L29244,305,undirected
L3426,305,undirected
L16736,305,undirected
L29245,305,undirected
L25155,305,undirected
L23221,305,undirected
L29246,305,undirected
L9974,305,undirected
L9759,305,undirected
L29247,305,undirected
L12103,305,undirected
L5959,305,undirected
L25,305,undirected
L29248,305,undirected
L7805,305,undirected
L12131,305,undirected
L2958,305,undirected
L1224,305,undirected
L3386,305,undirected
L5561,305,undirected
L3427,305,undirected
L11575,305,undirected
L3046,305,undirected
L3385,305,undirected
L3416,305,undirected
L658,305,undirected
L725,305,undirected
L2548,305,undirected
L685,305,undirected
L29249,305,undirected
L6592,305,undirected
L1407,305,undirected
L29250,305,undirected
L29251,305,undirected
L770,305,undirected
L29252,305,undirected
L5,305,undirected
L1388,305,undirected
L10519,305,undirected
L20489,305,undirected
L11533,305,undirected
L29253,305,undirected
L72,305,undirected
L1346,305,undirected
L29254,305,undirected
L11969,305,undirected
L29255,305,undirected
L754,306,undirected
L18565,306,undirected
L29256,306,undirected
L29257,306,undirected
L29258,306,undirected
L19265,306,undirected
L24042,306,undirected
L18462,306,undirected
L6946,306,undirected
L29259,306,undirected
L15785,306,undirected
L29260,306,undirected
L29261,306,undirected
L4716,306,undirected
L11931,306,undirected
L29262,306,undirected
L29263,306,undirected
L29264,306,undirected
L1707,306,undirected
L29265,306,undirected
L2046,306,undirected
L7155,306,undirected
L29266,306,undirected
L29267,306,undirected
L7158,306,undirected
L29268,306,undirected
L29269,306,undirected
L13471,306,undirected
L13518,306,undirected
L29270,306,undirected
L734,306,undirected
L1482,306,undirected
L8136,306,undirected
L29271,306,undirected
L29272,306,undirected
L29273,306,undirected
L29274,306,undirected
L7343,306,undirected
L29275,306,undirected
L29276,306,undirected
L29277,306,undirected
L137,306,undirected
L29278,306,undirected
L1605,306,undirected
L1535,306,undirected
L11658,306,undirected
L7903,306,undirected
L29279,306,undirected
L29280,306,undirected
L29281,306,undirected
L29282,306,undirected
L6595,306,undirected
L505,306,undirected
L29283,306,undirected
L15133,306,undirected
L29284,306,undirected
L29285,306,undirected
L1540,306,undirected
L29286,306,undirected
L29287,306,undirected
L29288,306,undirected
L3711,306,undirected
L322,306,undirected
L26801,306,undirected
L29289,306,undirected
L29290,306,undirected
L29291,306,undirected
L24149,306,undirected
L29292,306,undirected
L10080,306,undirected
L29293,306,undirected
L29294,306,undirected
L29295,306,undirected
L29296,306,undirected
L29297,306,undirected
L1094,306,undirected
L1787,306,undirected
L29298,306,undirected
L29299,306,undirected
L29300,306,undirected
L5805,306,undirected
L29301,306,undirected
L29302,306,undirected
L3216,306,undirected
L29303,306,undirected
L2039,306,undirected
L29304,306,undirected
L29305,306,undirected
L4522,306,undirected
L24231,306,undirected
L29306,306,undirected
L29307,306,undirected
L29308,306,undirected
L29309,306,undirected
L29310,306,undirected
L297,306,undirected
L19220,306,undirected
L29311,306,undirected
L29312,306,undirected
L3108,306,undirected
L29313,306,undirected
L10207,306,undirected
L29314,306,undirected
L220,306,undirected
L24182,306,undirected
L5938,306,undirected
L27490,306,undirected
L29315,306,undirected
L362,306,undirected
L1545,306,undirected
L29316,306,undirected
L29317,306,undirected
L1004,306,undirected
L604,306,undirected
L13695,306,undirected
L29318,306,undirected
L29319,306,undirected
L1653,306,undirected
L6709,306,undirected
L29320,306,undirected
L151,306,undirected
L29321,306,undirected
L29322,306,undirected
L2030,306,undirected
L18666,306,undirected
L3480,306,undirected
L2972,306,undirected
L3462,306,undirected
L3075,306,undirected
L351,306,undirected
L29323,306,undirected
L2588,306,undirected
L324,306,undirected
L3449,306,undirected
L24990,306,undirected
L13490,306,undirected
L548,306,undirected
L11790,306,undirected
L29324,306,undirected
L13592,306,undirected
L8329,306,undirected
L1386,306,undirected
L29325,306,undirected
L29326,306,undirected
L1556,306,undirected
L244,306,undirected
L3116,306,undirected
L12918,306,undirected
L29327,306,undirected
L29328,306,undirected
L29329,306,undirected
L20120,306,undirected
L29330,306,undirected
L29331,306,undirected
L13940,306,undirected
L29332,306,undirected
L29333,306,undirected
L1938,306,undirected
L29334,306,undirected
L105,306,undirected
L29335,306,undirected
L26314,306,undirected
L29336,306,undirected
L11348,306,undirected
L29337,306,undirected
L1815,306,undirected
L29338,306,undirected
L29339,306,undirected
L7232,306,undirected
L7606,306,undirected
L29340,306,undirected
L2947,306,undirected
L29341,306,undirected
L22440,306,undirected
L4728,306,undirected
L21028,306,undirected
L791,306,undirected
L4445,306,undirected
L29342,306,undirected
L29343,306,undirected
L29344,306,undirected
L19645,306,undirected
L2935,306,undirected
L18309,306,undirected
L29345,306,undirected
L29346,306,undirected
L29347,306,undirected
L20018,306,undirected
L5877,306,undirected
L6380,306,undirected
L7587,306,undirected
L7791,306,undirected
L2632,306,undirected
L29348,306,undirected
L22312,306,undirected
L11985,306,undirected
L29349,306,undirected
L29350,306,undirected
L29351,306,undirected
L29352,306,undirected
L29353,306,undirected
L12463,306,undirected
L3671,306,undirected
L29354,306,undirected
L20234,306,undirected
L29355,306,undirected
L1934,306,undirected
L7354,306,undirected
L449,306,undirected
L29356,306,undirected
L1704,306,undirected
L29357,306,undirected
L1939,306,undirected
L29358,306,undirected
L2289,306,undirected
L29359,306,undirected
L3158,306,undirected
L6436,306,undirected
L29360,306,undirected
L29361,306,undirected
L367,306,undirected
L24198,306,undirected
L3977,306,undirected
L6727,306,undirected
L5206,306,undirected
L29362,306,undirected
L1594,306,undirected
L606,306,undirected
L29363,306,undirected
L3970,306,undirected
L2946,306,undirected
L6638,306,undirected
L9619,306,undirected
L29364,306,undirected
L29365,306,undirected
L29366,306,undirected
L29367,306,undirected
L29368,306,undirected
L257,306,undirected
L29369,306,undirected
L29370,306,undirected
L17247,306,undirected
L29371,306,undirected
L29011,306,undirected
L29372,306,undirected
L3160,306,undirected
L29373,306,undirected
L29374,306,undirected
L11949,306,undirected
L29375,306,undirected
L29376,306,undirected
L7711,306,undirected
L20454,306,undirected
L8028,306,undirected
L29377,306,undirected
L29378,306,undirected
L29379,306,undirected
L27111,306,undirected
L29380,306,undirected
L29381,306,undirected
L29382,306,undirected
L579,306,undirected
L29383,306,undirected
L29384,306,undirected
L29385,306,undirected
L29386,306,undirected
L6563,306,undirected
L11163,306,undirected
L7839,306,undirected
L7980,306,undirected
L29387,306,undirected
L26144,306,undirected
L29388,306,undirected
L3375,306,undirected
L29389,306,undirected
L29390,306,undirected
L11771,306,undirected
L29391,306,undirected
L4701,306,undirected
L29392,306,undirected
L29393,306,undirected
L29394,306,undirected
L29395,306,undirected
L29396,306,undirected
L29397,306,undirected
L29398,306,undirected
L22419,306,undirected
L11887,306,undirected
L370,306,undirected
L29399,306,undirected
L2183,306,undirected
L7594,306,undirected
L29400,306,undirected
L26444,306,undirected
L29401,306,undirected
L3348,306,undirected
L7603,306,undirected
L29402,306,undirected
L25198,306,undirected
L27409,306,undirected
L12458,306,undirected
L29403,306,undirected
L29404,306,undirected
L8396,306,undirected
L20758,306,undirected
L29405,306,undirected
L768,306,undirected
L29406,306,undirected
L5023,306,undirected
L2083,306,undirected
L11491,306,undirected
L7982,306,undirected
L29407,306,undirected
L18050,306,undirected
L30,306,undirected
L29408,306,undirected
L2396,306,undirected
L708,306,undirected
L29409,306,undirected
L19037,306,undirected
L29410,306,undirected
L7425,306,undirected
L7364,306,undirected
L29411,306,undirected
L2380,306,undirected
L29412,306,undirected
L19021,306,undirected
L29413,306,undirected
L11580,306,undirected
L5,306,undirected
L29414,306,undirected
L29415,306,undirected
L29416,306,undirected
L9845,306,undirected
L29417,306,undirected
L8045,306,undirected
L29418,306,undirected
L29419,306,undirected
L359,306,undirected
L27516,306,undirected
L21326,306,undirected
L685,306,undirected
L14597,306,undirected
L29420,306,undirected
L38,306,undirected
L11083,306,undirected
L18316,306,undirected
L29421,306,undirected
L29422,306,undirected
L29423,306,undirected
L29424,306,undirected
L3588,306,undirected
L29425,306,undirected
L29426,306,undirected
L7147,306,undirected
L18296,306,undirected
L356,306,undirected
L29427,306,undirected
L12607,306,undirected
L29428,306,undirected
L2268,306,undirected
L11464,306,undirected
L596,306,undirected
L23895,306,undirected
L29429,306,undirected
L29430,306,undirected
L1542,306,undirected
L6657,306,undirected
L29431,306,undirected
L5885,306,undirected
L29432,306,undirected
L138,306,undirected
L875,306,undirected
L29433,306,undirected
L3636,306,undirected
L29434,306,undirected
L176,306,undirected
L11346,306,undirected
L29435,306,undirected
L29436,306,undirected
L29437,306,undirected
L8093,306,undirected
L340,306,undirected
L10101,306,undirected
L29438,306,undirected
L19799,306,undirected
L29439,306,undirected
L29440,306,undirected
L29441,306,undirected
L980,306,undirected
L29442,306,undirected
L29443,306,undirected
L1229,306,undirected
L29444,306,undirected
L29445,306,undirected
L14506,306,undirected
L29446,306,undirected
L29447,306,undirected
L7879,306,undirected
L20995,306,undirected
L29448,306,undirected
L27538,306,undirected
L12502,306,undirected
L29449,306,undirected
L887,306,undirected
L163,306,undirected
L29450,306,undirected
L29451,306,undirected
L29452,306,undirected
L29453,306,undirected
L29454,306,undirected
L8272,306,undirected
